Wall time,Step,Value
1719192057.2906542,4000,35.775001525878906
1719192086.2644305,8000,38.662498474121094
1719192113.0946755,12000,40.73749923706055
1719192136.0395772,16000,39.70624923706055
1719192162.2814999,20000,38.125
1719192192.0641685,24000,37.61249923706055
1719192221.3831332,28000,35.82500076293945
1719192249.7665408,32000,40.14374923706055
1719192275.0080922,36000,35.85625076293945
1719192298.0959294,40000,42.337501525878906
1719192326.2467706,44000,39.32500076293945
1719192359.7441874,48000,37.92499923706055
1719192389.300009,52000,39.368751525878906
1719192418.097632,56000,38.381248474121094
1719192445.0346224,60000,38.087501525878906
1719192472.5986037,64000,38.71875
1719192495.6570263,68000,42.78125
1719192518.8299453,72000,39.28125
1719192542.4293387,76000,38.29999923706055
1719192570.5818095,80000,38.087501525878906
1719192598.0552738,84000,42.037498474121094
1719192626.6099722,88000,39.65625
1719192653.851591,92000,40.025001525878906
1719192677.6273031,96000,36.775001525878906
1719192701.9428203,100000,40.59375
1719192727.254413,104000,38.58124923706055
1719192754.6877835,108000,40.306251525878906
1719192782.7714903,112000,37.993751525878906
1719192810.856868,116000,43.34375
1719192838.400957,120000,41.068748474121094
1719192862.2835617,124000,38.599998474121094
1719192884.4020605,128000,40.76874923706055
1719192909.6732,132000,40.75
1719192938.5950031,136000,36.912498474121094
1719192967.265675,140000,40.099998474121094
1719192994.9135034,144000,41.89374923706055
1719193026.1596963,148000,40.20624923706055
1719193049.256504,152000,38.849998474121094
1719193071.543199,156000,41.243751525878906
1719193096.338905,160000,40.556251525878906
1719193125.5688484,164000,40.82500076293945
1719193153.5482702,168000,41.806251525878906
1719193183.2203655,172000,37.67499923706055
1719193211.5303488,176000,35.412498474121094
1719193235.816206,180000,36.75
1719193258.428139,184000,41.46875
1719193286.3545392,188000,37.20000076293945
1719193313.9425242,192000,38.53125
1719193341.4961734,196000,39.9375
1719193369.817306,200000,41.20624923706055
1719193395.3410666,204000,39.67499923706055
1719193418.9374778,208000,42.23125076293945
1719193441.7282379,212000,42.256248474121094
1719193468.3384266,216000,38.724998474121094
1719193496.9062326,220000,40.125
1719193525.5105839,224000,44.0
1719193552.98001,228000,41.993751525878906
1719193580.072227,232000,44.82500076293945
1719193604.612813,236000,38.04375076293945
1719193628.7930493,240000,45.10625076293945
1719193654.5933847,244000,39.568748474121094
1719193682.9304535,248000,40.26874923706055
1719193712.7438667,252000,41.45000076293945
1719193739.9464848,256000,41.256248474121094
1719193766.969986,260000,44.087501525878906
1719193792.0179205,264000,39.70624923706055
1719193816.3362663,268000,36.5625
1719193840.97859,272000,42.40625
1719193868.7627308,276000,36.48125076293945
1719193897.8948393,280000,45.17499923706055
1719193925.0125191,284000,41.881248474121094
1719193954.1231978,288000,41.29375076293945
1719193984.0182042,292000,40.03125
1719194007.986897,296000,37.54375076293945
1719194032.721347,300000,36.8125
1719194058.3730783,304000,40.0
1719194085.0704117,308000,38.181251525878906
1719194112.0975814,312000,41.01874923706055
1719194138.6423469,316000,40.381248474121094
1719194166.4457545,320000,39.14374923706055
1719194191.8374848,324000,43.662498474121094
1719194214.1929812,328000,39.943748474121094
1719194237.7176793,332000,36.45624923706055
1719194267.8289685,336000,42.556251525878906
1719194294.5057464,340000,43.29375076293945
1719194321.6089256,344000,41.51250076293945
1719194348.938955,348000,44.3125
1719194377.016417,352000,37.78125
1719194399.8511436,356000,45.056251525878906
1719194422.2692885,360000,42.48125076293945
1719194449.1768289,364000,42.375
1719194477.247276,368000,42.506248474121094
1719194504.716697,372000,42.41875076293945
1719194531.6794326,376000,38.04375076293945
1719194559.5522718,380000,43.724998474121094
1719194582.8993244,384000,41.63750076293945
1719194606.1493955,388000,41.20000076293945
1719194631.5577607,392000,41.506248474121094
1719194659.2165668,396000,41.974998474121094
1719194687.8693793,400000,40.38750076293945
1719194715.873895,404000,40.29999923706055
1719194742.8517416,408000,40.993751525878906
1719194769.783089,412000,38.63750076293945
1719194795.9275665,416000,43.34375
1719194819.952822,420000,37.587501525878906
1719194843.4063048,424000,38.9375
1719194870.8225267,428000,43.36249923706055
1719194898.5498545,432000,43.78125
1719194926.2527056,436000,42.23749923706055
1719194954.7160285,440000,41.056251525878906
1719194982.3839223,444000,40.8125
1719195008.0594215,448000,41.8125
1719195029.9957485,452000,40.32500076293945
1719195053.060299,456000,39.54999923706055
1719195080.9185786,460000,43.01874923706055
1719195108.033761,464000,42.3125
1719195134.7052195,468000,38.818748474121094
1719195162.4154568,472000,39.45624923706055
1719195191.6053686,476000,41.86249923706055
1719195218.936187,480000,40.71875
1719195243.025852,484000,42.33124923706055
1719195265.9115775,488000,43.556251525878906
1719195291.7969074,492000,39.193748474121094
1719195320.2042708,496000,40.375
1719195347.9704778,500000,40.599998474121094
1719195374.799362,504000,41.21875
