Wall time,Step,Value
1719192045.710488,4000,0.8739233613014221
1719192071.8606927,8000,0.8551455736160278
1719192099.631394,12000,0.9354800581932068
1719192125.187487,16000,0.9563433527946472
1719192148.873966,20000,0.9808239936828613
1719192180.0026588,24000,0.9958072304725647
1719192208.7613873,28000,1.0254628658294678
1719192238.7396245,32000,1.0595639944076538
1719192264.613649,36000,1.049157738685608
1719192288.4377484,40000,1.0534428358078003
1719192312.699033,44000,1.0205100774765015
1719192345.730003,48000,1.0639538764953613
1719192378.9553723,52000,1.0991908311843872
1719192407.3359187,56000,1.0896337032318115
1719192435.3420916,60000,1.0576434135437012
1719192461.9428205,64000,1.083554744720459
1719192488.5893984,68000,1.109465479850769
1719192511.4127626,72000,1.1070995330810547
1719192534.6077268,76000,1.0939370393753052
1719192560.9956956,80000,1.1036001443862915
1719192587.8780272,84000,1.1369414329528809
1719192616.4184914,88000,1.138096809387207
1719192643.7882793,92000,1.1656650304794312
1719192668.2527282,96000,1.1407328844070435
1719192691.3783429,100000,1.1298600435256958
1719192714.7487006,104000,1.1460603475570679
1719192742.99146,108000,1.1582608222961426
1719192770.0799646,112000,1.1425423622131348
1719192797.0128455,116000,1.17885160446167
1719192825.3715377,120000,1.1470084190368652
1719192850.2634249,124000,1.111445426940918
1719192873.8207786,128000,1.1226154565811157
1719192898.0274527,132000,1.1101007461547852
1719192924.271297,136000,1.1805249452590942
1719192952.9768,140000,1.1372225284576416
1719192981.0470822,144000,1.1461148262023926
1719193011.562758,148000,1.1563423871994019
1719193038.3789144,152000,1.1355881690979004
1719193061.633939,156000,1.128158450126648
1719193086.3382318,160000,1.148640751838684
1719193112.9827497,164000,1.1274828910827637
1719193142.2418783,168000,1.1440354585647583
1719193170.967083,172000,1.1086701154708862
1719193199.8512547,176000,1.1541723012924194
1719193224.6701555,180000,1.1518967151641846
1719193249.156139,184000,1.1096384525299072
1719193276.8277664,188000,1.11446213722229
1719193305.38261,192000,1.118802547454834
1719193332.7340784,196000,1.1081593036651611
1719193361.6189198,200000,1.1034376621246338
1719193389.6350245,204000,1.169693112373352
1719193412.4102259,208000,1.0979852676391602
1719193437.2274768,212000,1.1456599235534668
1719193461.9309983,216000,1.133663535118103
1719193491.4663541,220000,1.1425585746765137
1719193520.2887053,224000,1.0822705030441284
1719193547.9663506,228000,1.1035066843032837
1719193575.3972247,232000,1.1214492321014404
1719193601.0795379,236000,1.131836175918579
1719193625.3830664,240000,1.1779826879501343
1719193649.9572175,244000,1.1005373001098633
1719193679.1857293,248000,1.1009756326675415
1719193708.9658005,252000,1.123656988143921
1719193736.4354477,256000,1.1494466066360474
1719193763.7123363,260000,1.148682713508606
1719193789.6622767,264000,1.1364574432373047
1719193814.7527208,268000,1.1079181432724
1719193838.6988072,272000,1.1520144939422607
1719193866.1599286,276000,1.1677275896072388
1719193896.096857,280000,1.075834035873413
1719193923.8451724,284000,1.1465946435928345
1719193952.8471427,288000,1.0703171491622925
1719193982.8402014,292000,1.1462643146514893
1719194007.0206182,296000,1.1198910474777222
1719194031.8192542,300000,1.1613564491271973
1719194057.4522774,304000,1.142031192779541
1719194085.130922,308000,1.0902711153030396
1719194112.3826218,312000,1.1173521280288696
1719194139.5474553,316000,1.1174993515014648
1719194166.996994,320000,1.2080827951431274
1719194192.5059748,324000,1.1641416549682617
1719194214.9898574,328000,1.0788779258728027
1719194238.6065774,332000,1.0929391384124756
1719194268.3741508,336000,1.0868322849273682
1719194296.2686682,340000,1.1038928031921387
1719194323.9788883,344000,1.1180708408355713
1719194351.9343069,348000,1.0858893394470215
1719194380.150579,352000,1.1098839044570923
1719194403.8442209,356000,1.1237126588821411
1719194426.4262695,360000,1.1086539030075073
1719194454.5979357,364000,1.1163440942764282
1719194481.7568195,368000,1.1310787200927734
1719194509.0332272,372000,1.07893967628479
1719194536.6572702,376000,1.1039592027664185
1719194563.7143908,380000,1.072310447692871
1719194587.6932187,384000,1.0880216360092163
1719194611.2948513,388000,1.1004830598831177
1719194638.3437395,392000,1.1115517616271973
1719194666.7236986,396000,1.1657594442367554
1719194693.9597774,400000,1.0606073141098022
1719194721.4088094,404000,1.0375189781188965
1719194748.5531783,408000,1.0802439451217651
1719194776.1562057,412000,1.103722095489502
1719194801.1733177,416000,1.0567023754119873
1719194824.7412953,420000,1.0310255289077759
1719194848.8625693,424000,1.07953941822052
1719194876.0446658,428000,1.1051229238510132
1719194903.4840908,432000,1.086728572845459
1719194931.5861692,436000,1.127353310585022
1719194960.6273742,440000,1.053379774093628
1719194988.4204426,444000,1.0964463949203491
1719195013.7295706,448000,1.061280369758606
1719195037.005819,452000,1.0530816316604614
1719195062.241191,456000,1.0584319829940796
1719195089.9521453,460000,1.0164885520935059
1719195117.5504553,464000,1.024450421333313
1719195144.9888031,468000,1.0466241836547852
1719195173.3987646,472000,1.0958943367004395
1719195201.301144,476000,1.065344214439392
1719195227.6235435,480000,1.1073029041290283
1719195250.356144,484000,1.0314967632293701
1719195273.433724,488000,1.0594474077224731
1719195301.1520405,492000,1.0128288269042969
1719195329.1267233,496000,1.0376313924789429
1719195357.1255689,500000,1.036247730255127
1719195386.3036048,504000,1.0360976457595825
1719195413.6132207,508000,1.030399203300476
1719195441.389996,512000,1.0369203090667725
1719195469.5383503,516000,1.1417899131774902
1719195497.7019668,520000,1.02908194065094
1719195520.6527042,524000,1.0485641956329346
1719195543.0841417,528000,1.0719432830810547
1719195572.58398,532000,0.9948340654373169
1719195599.8131192,536000,0.994998574256897
1719195628.7068548,540000,1.0434921979904175
1719195658.1311665,544000,1.0348210334777832
1719195687.3877718,548000,0.9855942130088806
1719195716.500378,552000,1.0210531949996948
1719195743.6892312,556000,1.026084065437317
1719195769.6475382,560000,1.0419079065322876
1719195798.9279444,564000,1.0147595405578613
1719195828.1446397,568000,1.074064016342163
1719195859.5549529,572000,1.0261696577072144
1719195888.8547065,576000,1.0700664520263672
1719195917.3528214,580000,1.039777398109436
1719195945.4186728,584000,0.995078980922699
1719195970.3563008,588000,1.0252008438110352
1719195997.0683866,592000,1.0452011823654175
1719196025.2674105,596000,1.041931390762329
1719196052.6747358,600000,1.0704983472824097
1719196081.9778924,604000,0.995786190032959
1719196109.488811,608000,1.0292248725891113
1719196139.105091,612000,1.0588335990905762
1719196169.4422257,616000,0.9939064979553223
1719196195.0248003,620000,1.0608819723129272
1719196217.6899285,624000,0.9537384510040283
1719196242.1046855,628000,1.0285649299621582
1719196269.3783073,632000,1.0334148406982422
1719196296.3336492,636000,0.9973111748695374
1719196324.1217403,640000,0.9899013638496399
1719196351.819329,644000,1.0005640983581543
1719196379.6840081,648000,1.0351216793060303
1719196406.9675076,652000,0.9720672965049744
1719196434.3194604,656000,1.0066256523132324
1719196461.2201347,660000,0.9954096078872681
1719196485.5487614,664000,1.0064258575439453
1719196509.200692,668000,1.025378942489624
1719196536.4591959,672000,0.9594265222549438
1719196563.8212218,676000,0.9881283044815063
1719196591.0219646,680000,1.0010398626327515
1719196619.080775,684000,0.973720133304596
1719196646.404313,688000,0.9724591970443726
1719196674.2053993,692000,1.0052123069763184
1719196700.2499418,696000,1.0257694721221924
1719196722.903186,700000,0.9757015109062195
1719196749.1799114,704000,0.9647521376609802
1719196776.7603989,708000,0.9797545075416565
1719196805.326241,712000,1.027194857597351
1719196834.5230525,716000,0.9505090713500977
1719196861.7712073,720000,0.9557964205741882
1719196889.5422144,724000,0.9751976728439331
1719196917.415926,728000,0.9905883073806763
1719196943.1672554,732000,0.9558948278427124
1719196965.7852635,736000,0.9773964881896973
1719196989.682594,740000,0.9920779466629028
1719197017.0471127,744000,0.9164606332778931
1719197044.6518705,748000,0.9780228137969971
1719197071.9693294,752000,0.9609801769256592
1719197101.5914364,756000,0.9661853909492493
1719197131.3432863,760000,0.9609254002571106
1719197158.3270395,764000,0.9096707105636597
1719197189.7880328,768000,0.9550154209136963
1719197217.9484987,772000,0.9261948466300964
1719197241.8321564,776000,0.9317659735679626
1719197265.8720267,780000,0.9480724930763245
1719197292.4366515,784000,0.928629994392395
1719197322.2021344,788000,1.0033483505249023
1719197350.391305,792000,0.9760509729385376
1719197378.7475777,796000,1.0004936456680298
1719197405.6578002,800000,0.9341712594032288
1719197433.9426665,804000,0.9192106127738953
1719197461.4970741,808000,0.9162715077400208
1719197488.715445,812000,0.8794189095497131
1719197516.561703,816000,0.916049599647522
1719197541.360363,820000,0.9559019804000854
1719197563.9915113,824000,0.9069311618804932
1719197588.572322,828000,0.9596694111824036
1719197617.9355462,832000,0.9081435203552246
1719197645.2544396,836000,1.0080046653747559
1719197673.8516428,840000,0.9581336975097656
1719197702.0353725,844000,1.0008602142333984
1719197730.3687172,848000,0.9255090951919556
1719197759.1589842,852000,0.8792282938957214
1719197787.1509848,856000,0.9676499962806702
1719197814.99985,860000,0.9640635251998901
1719197843.4058123,864000,0.9134181141853333
1719197866.3653357,868000,1.0392661094665527
1719197891.6625016,872000,0.9426490068435669
1719197918.3157938,876000,0.9512810707092285
1719197946.6574314,880000,0.9162915945053101
1719197973.8503315,884000,0.9253361225128174
1719198001.1522932,888000,0.9043644070625305
1719198030.1077793,892000,0.9428146481513977
1719198058.1577032,896000,0.9104253649711609
1719198086.4471266,900000,0.9581133723258972
1719198108.9114032,904000,0.9336130023002625
1719198132.5236807,908000,0.9598097205162048
1719198159.1263494,912000,0.8609643578529358
1719198187.1845195,916000,0.9030727744102478
1719198216.1361737,920000,0.9242943525314331
1719198243.5467536,924000,0.9247505068778992
1719198272.4317734,928000,0.9463366866111755
1719198299.992336,932000,0.9220117926597595
1719198328.0019906,936000,0.9503630995750427
1719198354.793637,940000,0.9678984880447388
1719198377.8834968,944000,0.9724840521812439
1719198401.6844704,948000,0.9432578086853027
1719198428.6985145,952000,0.9427041411399841
1719198456.1895308,956000,0.9212164282798767
1719198485.1439044,960000,0.9497258067131042
1719198513.7522187,964000,0.8931577801704407
1719198542.8032062,968000,0.9398013949394226
1719198570.9162202,972000,0.9737049341201782
1719198600.4671218,976000,0.9107437133789062
1719198630.1847582,980000,0.9117963314056396
1719198653.147986,984000,0.9682596325874329
1719198676.34496,988000,0.904964804649353
1719198703.2765045,992000,0.9613379836082458
1719198730.5325599,996000,0.9544821381568909
1719198759.6032453,1000000,0.9419510960578918
1719198787.7400937,1004000,0.9342755675315857
1719198815.5973325,1008000,0.8976331353187561
1719198846.8043044,1012000,0.9196890592575073
1719198875.920633,1016000,0.875424325466156
1719198903.5682309,1020000,0.9187951683998108
